input file name: ../sc-cnn-chainer/dataset/input.dat
train mean loss=0.00110523588955, accuracy=0.999583125114
 test mean loss=1.02320933342, accuracy=0.780487775803
epoch 26 / 100
train mean loss=0.00105923821684, accuracy=0.999583125114
 test mean loss=1.01029384136, accuracy=0.782363951206
epoch 27 / 100
train mean loss=0.00112592172809, accuracy=0.999478876591
 test mean loss=1.01018738747, accuracy=0.778611660004
epoch 28 / 100
train mean loss=0.00111017248128, accuracy=0.999583125114
 test mean loss=0.990263223648, accuracy=0.781425893307
epoch 29 / 100
train mean loss=0.00118534802459, accuracy=0.999687314034
 test mean loss=0.98302090168, accuracy=0.778611660004
epoch 30 / 100
train mean loss=0.0011624051258, accuracy=0.999583125114
 test mean loss=0.979002177715, accuracy=0.781425893307
epoch 31 / 100
train mean loss=0.00115538807586, accuracy=0.999583125114
 test mean loss=0.967128634453, accuracy=0.779549717903
epoch 32 / 100
train mean loss=0.00115491694305, accuracy=0.999687314034
 test mean loss=0.974161982536, accuracy=0.78330206871
epoch 33 / 100
train mean loss=0.00119637220632, accuracy=0.999478876591
 test mean loss=0.951613664627, accuracy=0.780487775803
epoch 34 / 100
train mean loss=0.00118848506827, accuracy=0.999583125114
 test mean loss=0.949975669384, accuracy=0.782363951206
epoch 35 / 100
train mean loss=0.00121961650439, accuracy=0.999583125114
 test mean loss=0.937705218792, accuracy=0.78330206871
epoch 36 / 100
train mean loss=0.00128675659653, accuracy=0.999687314034
 test mean loss=0.99036937952, accuracy=0.786116302013
epoch 37 / 100
train mean loss=0.0011939938413, accuracy=0.999687314034
 test mean loss=0.925401329994, accuracy=0.779549717903
epoch 38 / 100
train mean loss=0.00116296217311, accuracy=0.999687314034
 test mean loss=0.917000174522, accuracy=0.780487775803
epoch 39 / 100
train mean loss=0.00127148104366, accuracy=0.999478876591
 test mean loss=0.924384772778, accuracy=0.78424012661
epoch 40 / 100
train mean loss=0.00128320418298, accuracy=0.999478876591
 test mean loss=0.915064513683, accuracy=0.781425893307
epoch 41 / 100
train mean loss=0.00117602804676, accuracy=0.999687314034
 test mean loss=0.92154353857, accuracy=0.781425893307
epoch 42 / 100
train mean loss=0.00128856441006, accuracy=0.999583125114
 test mean loss=0.934656202793, accuracy=0.780487775803
epoch 43 / 100
train mean loss=0.525827348232, accuracy=0.806149065495
 test mean loss=0.513375639915, accuracy=0.785178244114
epoch 44 / 100
train mean loss=0.159328699112, accuracy=0.939864516258
 test mean loss=0.645155906677, accuracy=0.785178244114
epoch 45 / 100
train mean loss=0.0713789612055, accuracy=0.97404897213
 test mean loss=0.764015853405, accuracy=0.779549717903
epoch 46 / 100
train mean loss=0.0313645154238, accuracy=0.989994764328
 test mean loss=1.01063978672, accuracy=0.768292665482
epoch 47 / 100
train mean loss=0.0324251316488, accuracy=0.989890575409
 test mean loss=1.5566983223, accuracy=0.729831159115
epoch 48 / 100
train mean loss=0.00716821569949, accuracy=0.997915565968
 test mean loss=1.13743829727, accuracy=0.774859309196
epoch 49 / 100
train mean loss=0.00178968464024, accuracy=0.999478876591
 test mean loss=1.19510483742, accuracy=0.782363951206
epoch 50 / 100
train mean loss=0.00104348466266, accuracy=0.999583125114
 test mean loss=1.21841943264, accuracy=0.781425893307
epoch 51 / 100
train mean loss=0.000923027051613, accuracy=0.999687314034
 test mean loss=1.20975029469, accuracy=0.779549717903
epoch 52 / 100
train mean loss=0.000937140197493, accuracy=0.999583125114
 test mean loss=1.19430780411, accuracy=0.778611660004
epoch 53 / 100
train mean loss=0.000850037031341, accuracy=0.999791562557
 test mean loss=1.17463827133, accuracy=0.78424012661
epoch 54 / 100
train mean loss=0.000949342560489, accuracy=0.999583125114
 test mean loss=1.14707064629, accuracy=0.78330206871
epoch 55 / 100
train mean loss=0.000930613197852, accuracy=0.999583125114
 test mean loss=1.12701392174, accuracy=0.787054419518
epoch 56 / 100
train mean loss=0.000955863448326, accuracy=0.999583125114
 test mean loss=1.10446727276, accuracy=0.789868652821
epoch 57 / 100
train mean loss=0.0010349182412, accuracy=0.999478876591
 test mean loss=1.08772778511, accuracy=0.787054419518
epoch 58 / 100
train mean loss=0.000958179181907, accuracy=0.999687314034
 test mean loss=1.07198894024, accuracy=0.787054419518
epoch 59 / 100
train mean loss=0.00104103481863, accuracy=0.999374687672
 test mean loss=1.0630313158, accuracy=0.785178244114
epoch 60 / 100
train mean loss=0.00110651901923, accuracy=0.999478876591
 test mean loss=1.04176723957, accuracy=0.788930594921
epoch 61 / 100
train mean loss=0.00112310913391, accuracy=0.999374687672
 test mean loss=1.03525316715, accuracy=0.786116302013
epoch 62 / 100
train mean loss=0.00109975470696, accuracy=0.999583125114
 test mean loss=1.01320624352, accuracy=0.788930594921
epoch 63 / 100
train mean loss=0.00113754684571, accuracy=0.999478876591
 test mean loss=0.998134016991, accuracy=0.792682945728
epoch 64 / 100
train mean loss=0.00113614962902, accuracy=0.999478876591
 test mean loss=0.990399301052, accuracy=0.789868652821
epoch 65 / 100
train mean loss=0.00112951092888, accuracy=0.999687314034
 test mean loss=0.974927127361, accuracy=0.792682945728
epoch 66 / 100
train mean loss=0.00115798250772, accuracy=0.999374687672
 test mean loss=0.965917766094, accuracy=0.789868652821
epoch 67 / 100
train mean loss=0.00118157069664, accuracy=0.999478876591
 test mean loss=0.954535841942, accuracy=0.792682945728
epoch 68 / 100
train mean loss=0.00111256435048, accuracy=0.999583125114
 test mean loss=0.943195283413, accuracy=0.791744828224
epoch 69 / 100
train mean loss=0.00119600712787, accuracy=0.999687314034
 test mean loss=0.944286704063, accuracy=0.791744828224
epoch 70 / 100
train mean loss=0.00118720519822, accuracy=0.999583125114
 test mean loss=0.938554704189, accuracy=0.792682945728
epoch 71 / 100
train mean loss=0.00118330214173, accuracy=0.999583125114
 test mean loss=0.972497880459, accuracy=0.788930594921
epoch 72 / 100
train mean loss=0.00121545651928, accuracy=0.999478876591
 test mean loss=0.959344863892, accuracy=0.787992477417
epoch 73 / 100
train mean loss=0.00123890372925, accuracy=0.999583125114
 test mean loss=0.92788618803, accuracy=0.787992477417
epoch 74 / 100
train mean loss=0.00124333391432, accuracy=0.999478876591
 test mean loss=0.908223032951, accuracy=0.791744828224
epoch 75 / 100
train mean loss=0.00123046303634, accuracy=0.999583125114
 test mean loss=0.897153735161, accuracy=0.790806770325
epoch 76 / 100
train mean loss=0.00122160080355, accuracy=0.999687314034
 test mean loss=0.898640632629, accuracy=0.791744828224
epoch 77 / 100
train mean loss=0.00126823585015, accuracy=0.999374687672
 test mean loss=0.903125166893, accuracy=0.791744828224
epoch 78 / 100
train mean loss=0.00120596273337, accuracy=0.999583125114
 test mean loss=0.893544077873, accuracy=0.790806770325
epoch 79 / 100
train mean loss=0.138503208756, accuracy=0.980198025703
 test mean loss=3.00854992867, accuracy=0.590056300163
epoch 80 / 100
train mean loss=0.370854794979, accuracy=0.840125083923
 test mean loss=0.629965484142, accuracy=0.773921191692
epoch 81 / 100
train mean loss=0.124891974032, accuracy=0.956748306751
 test mean loss=0.946622431278, accuracy=0.75046902895
epoch 82 / 100
train mean loss=0.043232742697, accuracy=0.985513269901
 test mean loss=1.26149308681, accuracy=0.742026269436
epoch 83 / 100
train mean loss=0.0106370206922, accuracy=0.997394502163
 test mean loss=1.10876655579, accuracy=0.781425893307
epoch 84 / 100
train mean loss=0.00228645442985, accuracy=0.999687314034
 test mean loss=1.06920289993, accuracy=0.785178244114
epoch 85 / 100
train mean loss=0.00115794700105, accuracy=0.999687314034
 test mean loss=1.13497412205, accuracy=0.793621003628
epoch 86 / 100
train mean loss=0.000992257497273, accuracy=0.999687314034
 test mean loss=1.10381543636, accuracy=0.791744828224
epoch 87 / 100
train mean loss=0.000939295277931, accuracy=0.999478876591
 test mean loss=1.09753274918, accuracy=0.796435296535
epoch 88 / 100
train mean loss=0.00100789451972, accuracy=0.999583125114
 test mean loss=1.0772922039, accuracy=0.789868652821
epoch 89 / 100
train mean loss=0.000903613632545, accuracy=0.999791562557
 test mean loss=1.06129014492, accuracy=0.789868652821
epoch 90 / 100
train mean loss=0.000952132919338, accuracy=0.999583125114
 test mean loss=1.04264485836, accuracy=0.788930594921
epoch 91 / 100
train mean loss=0.00103477109224, accuracy=0.999478876591
 test mean loss=1.0388481617, accuracy=0.797373354435
epoch 92 / 100
train mean loss=0.00106684258208, accuracy=0.999583125114
 test mean loss=1.00624930859, accuracy=0.794559121132
epoch 93 / 100
train mean loss=0.00109951000195, accuracy=0.999687314034
 test mean loss=0.995981156826, accuracy=0.793621003628
epoch 94 / 100
train mean loss=0.00108109449502, accuracy=0.999583125114
 test mean loss=0.994291007519, accuracy=0.792682945728
epoch 95 / 100
train mean loss=0.00119281606749, accuracy=0.999583125114
 test mean loss=0.984066843987, accuracy=0.794559121132
epoch 96 / 100
train mean loss=0.00105961819645, accuracy=0.999687314034
 test mean loss=0.967695593834, accuracy=0.796435296535
epoch 97 / 100
train mean loss=0.00110630912241, accuracy=0.999583125114
 test mean loss=0.946573674679, accuracy=0.792682945728
epoch 98 / 100
train mean loss=0.00107579631731, accuracy=0.999791562557
 test mean loss=0.96804022789, accuracy=0.798311471939
epoch 99 / 100
train mean loss=0.00121315196157, accuracy=0.999478876591
 test mean loss=0.945493757725, accuracy=0.795497179031
epoch 100 / 100
train mean loss=0.00117700744886, accuracy=0.999583125114
 test mean loss=0.921446800232, accuracy=0.797373354435
===============  3 / 10 ===============
epoch 1 / 100
train mean loss=0.592037379742, accuracy=0.66607606411
 test mean loss=0.550812184811, accuracy=0.727954983711
epoch 2 / 100
train mean loss=0.449252843857, accuracy=0.789265215397
 test mean loss=0.439406752586, accuracy=0.793621003628
epoch 3 / 100
train mean loss=0.379045903683, accuracy=0.832516908646
 test mean loss=0.433038502932, accuracy=0.795497179031
epoch 4 / 100
train mean loss=0.321973562241, accuracy=0.863783240318
 test mean loss=0.450895577669, accuracy=0.799249529839
epoch 5 / 100
train mean loss=0.232820540667, accuracy=0.907660245895
 test mean loss=0.931202292442, accuracy=0.698874294758
epoch 6 / 100
train mean loss=0.154725447297, accuracy=0.940177202225
 test mean loss=0.740324437618, accuracy=0.767354607582
epoch 7 / 100
train mean loss=0.0901517868042, accuracy=0.963731110096
 test mean loss=0.787836968899, accuracy=0.791744828224
epoch 8 / 100
train mean loss=0.0639956220984, accuracy=0.976758718491
 test mean loss=0.944510519505, accuracy=0.780487775803
epoch 9 / 100
train mean loss=0.0412793233991, accuracy=0.985721707344
 test mean loss=0.907077074051, accuracy=0.794559121132
epoch 10 / 100
train mean loss=0.0131420660764, accuracy=0.99676913023
 test mean loss=1.00421333313, accuracy=0.796435296535
epoch 11 / 100
train mean loss=0.00277329655364, accuracy=0.999583125114
 test mean loss=1.0825650692, accuracy=0.790806770325
epoch 12 / 100
train mean loss=0.00134921970312, accuracy=0.999583125114
 test mean loss=1.10695326328, accuracy=0.796435296535
epoch 13 / 100
train mean loss=0.00101392169017, accuracy=0.999687314034
 test mean loss=1.10313808918, accuracy=0.796435296535
epoch 14 / 100
train mean loss=0.000967177620623, accuracy=0.999687314034
 test mean loss=1.10044968128, accuracy=0.793621003628
epoch 15 / 100
train mean loss=0.00086946808733, accuracy=0.999895751476
 test mean loss=1.0789693594, accuracy=0.794559121132
epoch 16 / 100
train mean loss=0.000927865272388, accuracy=0.999687314034
 test mean loss=1.06467235088, accuracy=0.791744828224
epoch 17 / 100
train mean loss=0.000910050584935, accuracy=0.999583125114
 test mean loss=1.04404997826, accuracy=0.797373354435
epoch 18 / 100
train mean loss=0.000929984438699, accuracy=0.999687314034
 test mean loss=1.03566205502, accuracy=0.791744828224
epoch 19 / 100
train mean loss=0.000927821034566, accuracy=0.999478876591
 test mean loss=1.01332104206, accuracy=0.795497179031
epoch 20 / 100
train mean loss=0.000957479467615, accuracy=0.999583125114
 test mean loss=1.00694668293, accuracy=0.793621003628
epoch 21 / 100
train mean loss=0.000981577206403, accuracy=0.999478876591
 test mean loss=0.982947170734, accuracy=0.790806770325
epoch 22 / 100
train mean loss=0.0009690176812, accuracy=0.999791562557
 test mean loss=0.969241499901, accuracy=0.796435296535
epoch 23 / 100
train mean loss=0.00095994072035, accuracy=0.999791562557
 test mean loss=0.967829406261, accuracy=0.793621003628
epoch 24 / 100
train mean loss=0.00100108294282, accuracy=0.999687314034
 test mean loss=0.962041974068, accuracy=0.788930594921
epoch 25 / 100
train mean loss=0.000998295960017, accuracy=0.999791562557
 test mean loss=0.936629593372, accuracy=0.793621003628
epoch 26 / 100
train mean loss=0.00100223906338, accuracy=0.999791562557
 test mean loss=0.921380519867, accuracy=0.792682945728
epoch 27 / 100
train mean loss=0.00101265090052, accuracy=0.999583125114
 test mean loss=0.913239359856, accuracy=0.792682945728
epoch 28 / 100
train mean loss=0.00103606714401, accuracy=0.999791562557
 test mean loss=0.904787838459, accuracy=0.795497179031
epoch 29 / 100
train mean loss=0.00100586027838, accuracy=0.999791562557
 test mean loss=0.898920536041, accuracy=0.794559121132
epoch 30 / 100
train mean loss=0.00107000686694, accuracy=0.999687314034
 test mean loss=0.883874595165, accuracy=0.794559121132
epoch 31 / 100
train mean loss=0.00106832908932, accuracy=0.999687314034
 test mean loss=0.890379428864, accuracy=0.796435296535
epoch 32 / 100
train mean loss=0.00105628359597, accuracy=0.999583125114
 test mean loss=0.869283378124, accuracy=0.798311471939
epoch 33 / 100
train mean loss=0.00109785294626, accuracy=0.999791562557
 test mean loss=0.864450633526, accuracy=0.797373354435
epoch 34 / 100
train mean loss=0.00110681517981, accuracy=0.999583125114
 test mean loss=0.851647853851, accuracy=0.795497179031
epoch 35 / 100
train mean loss=0.0010603381088, accuracy=0.999791562557
 test mean loss=0.853654146194, accuracy=0.796435296535
epoch 36 / 100
train mean loss=0.00123172148596, accuracy=0.999687314034
 test mean loss=0.839885830879, accuracy=0.794559121132
epoch 37 / 100
train mean loss=0.00112510076724, accuracy=0.999687314034
 test mean loss=0.863191306591, accuracy=0.790806770325
epoch 38 / 100
train mean loss=0.0011581123108, accuracy=0.999791562557
 test mean loss=0.838099658489, accuracy=0.803001880646
epoch 39 / 100
train mean loss=0.0011473785853, accuracy=0.999687314034
 test mean loss=0.834082365036, accuracy=0.801125705242
epoch 40 / 100
train mean loss=0.0011761544738, accuracy=0.999791562557
 test mean loss=0.819178342819, accuracy=0.799249529839
epoch 41 / 100
train mean loss=0.209178060293, accuracy=0.952579438686
 test mean loss=0.966349005699, accuracy=0.71575987339
epoch 42 / 100
train mean loss=0.320672601461, accuracy=0.8627409935
 test mean loss=0.776245951653, accuracy=0.742964327335
epoch 43 / 100
train mean loss=0.127284437418, accuracy=0.95132881403
 test mean loss=0.731390476227, accuracy=0.78330206871
epoch 44 / 100
train mean loss=0.0530264489353, accuracy=0.983116209507
 test mean loss=0.796317994595, accuracy=0.803001880646
epoch 45 / 100
train mean loss=0.0176347605884, accuracy=0.995726943016
 test mean loss=0.952716469765, accuracy=0.796435296535
epoch 46 / 100
train mean loss=0.00310011603869, accuracy=0.999374687672
 test mean loss=0.978016912937, accuracy=0.81050658226
epoch 47 / 100
train mean loss=0.001189013361, accuracy=0.999687314034
 test mean loss=1.00779867172, accuracy=0.81050658226
epoch 48 / 100
train mean loss=0.000942195940297, accuracy=0.999687314034
 test mean loss=1.00140810013, accuracy=0.809568464756
epoch 49 / 100
train mean loss=0.00090249418281, accuracy=0.999583125114
 test mean loss=0.994465053082, accuracy=0.809568464756
epoch 50 / 100
train mean loss=0.000889622606337, accuracy=0.999687314034
 test mean loss=0.980684280396, accuracy=0.808630406857
epoch 51 / 100
train mean loss=0.000869127572514, accuracy=0.999791562557
 test mean loss=0.965496718884, accuracy=0.812382757664
epoch 52 / 100
train mean loss=0.000893667573109, accuracy=0.999687314034
 test mean loss=0.951896429062, accuracy=0.81144464016
epoch 53 / 100
train mean loss=0.000911986688152, accuracy=0.999687314034
 test mean loss=0.941823542118, accuracy=0.814258933067
epoch 54 / 100
train mean loss=0.000864690984599, accuracy=0.999791562557
 test mean loss=0.922304153442, accuracy=0.81050658226
epoch 55 / 100
train mean loss=0.00091187027283, accuracy=0.999791562557
 test mean loss=0.915066421032, accuracy=0.816135108471
epoch 56 / 100
train mean loss=0.000955494004302, accuracy=0.999687314034
 test mean loss=0.898455381393, accuracy=0.816135108471
epoch 57 / 100
train mean loss=0.000965560029726, accuracy=0.999687314034
 test mean loss=0.890174508095, accuracy=0.814258933067
epoch 58 / 100
train mean loss=0.00100246071815, accuracy=0.999791562557
 test mean loss=0.871184706688, accuracy=0.812382757664
epoch 59 / 100
train mean loss=0.00100245536305, accuracy=0.999687314034
 test mean loss=0.888092577457, accuracy=0.81144464016
epoch 60 / 100
train mean loss=0.0010190497851, accuracy=0.999791562557
 test mean loss=0.862005352974, accuracy=0.81050658226
epoch 61 / 100
train mean loss=0.0010488856351, accuracy=0.999687314034
 test mean loss=0.853766858578, accuracy=0.813320815563
epoch 62 / 100
train mean loss=0.00104387081228, accuracy=0.999687314034
 test mean loss=0.850292742252, accuracy=0.813320815563
epoch 63 / 100
train mean loss=0.00103304733057, accuracy=0.999583125114
 test mean loss=0.839591681957, accuracy=0.81050658226
epoch 64 / 100
train mean loss=0.00105959363282, accuracy=0.999791562557
 test mean loss=0.845655798912, accuracy=0.81050658226
epoch 65 / 100
train mean loss=0.00110955478158, accuracy=0.999478876591
 test mean loss=0.829337954521, accuracy=0.812382757664
epoch 66 / 100
train mean loss=0.00115324184299, accuracy=0.999583125114
 test mean loss=0.815123021603, accuracy=0.812382757664
epoch 67 / 100
train mean loss=0.00118064926937, accuracy=0.999687314034
 test mean loss=0.81418377161, accuracy=0.81050658226
epoch 68 / 100
train mean loss=0.00118342717178, accuracy=0.999687314034
 test mean loss=0.805252015591, accuracy=0.81144464016
epoch 69 / 100
train mean loss=0.00115987809841, accuracy=0.999687314034
 test mean loss=0.804309725761, accuracy=0.81144464016
epoch 70 / 100
train mean loss=0.00112186546903, accuracy=0.999687314034
 test mean loss=0.798343122005, accuracy=0.809568464756
epoch 71 / 100
train mean loss=0.103542268276, accuracy=0.97915583849
 test mean loss=2.02724909782, accuracy=0.653846144676
epoch 72 / 100
train mean loss=0.329997807741, accuracy=0.858155310154
 test mean loss=0.700373530388, accuracy=0.74953097105
epoch 73 / 100
train mean loss=0.106204874814, accuracy=0.962897360325
 test mean loss=0.682119488716, accuracy=0.795497179031
epoch 74 / 100
train mean loss=0.0328666381538, accuracy=0.989682137966
 test mean loss=0.861228585243, accuracy=0.804878056049
epoch 75 / 100
train mean loss=0.0208671465516, accuracy=0.994059383869
 test mean loss=1.01225280762, accuracy=0.795497179031
epoch 76 / 100
train mean loss=0.00352988555096, accuracy=0.999270439148
 test mean loss=1.00816190243, accuracy=0.803939938545
epoch 77 / 100
train mean loss=0.00125188496895, accuracy=0.999687314034
 test mean loss=1.30660033226, accuracy=0.7776735425
epoch 78 / 100
train mean loss=0.000950654735789, accuracy=0.999687314034
 test mean loss=1.01058828831, accuracy=0.81144464016
epoch 79 / 100
train mean loss=0.000821684021503, accuracy=0.999791562557
 test mean loss=1.01343238354, accuracy=0.802063763142
epoch 80 / 100
train mean loss=0.000892245559953, accuracy=0.999687314034
 test mean loss=0.997004032135, accuracy=0.803939938545
epoch 81 / 100
train mean loss=0.000873599783517, accuracy=0.999687314034
 test mean loss=0.997815310955, accuracy=0.800187587738
epoch 82 / 100
train mean loss=0.000853601202834, accuracy=0.999687314034
 test mean loss=0.970694184303, accuracy=0.803939938545
epoch 83 / 100
train mean loss=0.000905803928617, accuracy=0.999583125114
 test mean loss=0.948560774326, accuracy=0.803939938545
epoch 84 / 100
train mean loss=0.000874495017342, accuracy=0.999791562557
 test mean loss=0.934953868389, accuracy=0.81050658226
epoch 85 / 100
train mean loss=0.00093206204474, accuracy=0.999583125114
 test mean loss=0.916207611561, accuracy=0.803939938545
epoch 86 / 100
train mean loss=0.000972261361312, accuracy=0.999791562557
 test mean loss=0.907798588276, accuracy=0.804878056049
epoch 87 / 100
train mean loss=0.000955688010436, accuracy=0.999583125114
 test mean loss=0.904042482376, accuracy=0.801125705242
epoch 88 / 100
train mean loss=0.000967815809418, accuracy=0.999687314034
 test mean loss=0.880191266537, accuracy=0.805816113949
epoch 89 / 100
train mean loss=0.000973092392087, accuracy=0.999791562557
 test mean loss=0.865942835808, accuracy=0.805816113949
epoch 90 / 100
train mean loss=0.000997250434011, accuracy=0.999583125114
 test mean loss=0.854687809944, accuracy=0.815196990967
epoch 91 / 100
train mean loss=0.00102139997762, accuracy=0.999791562557
 test mean loss=0.845456421375, accuracy=0.813320815563
epoch 92 / 100
train mean loss=0.00109700788744, accuracy=0.999687314034
 test mean loss=0.835273325443, accuracy=0.812382757664
epoch 93 / 100
train mean loss=0.00113762018736, accuracy=0.999583125114
 test mean loss=0.837272644043, accuracy=0.803939938545
epoch 94 / 100
train mean loss=0.00108767382335, accuracy=0.999687314034
 test mean loss=0.820677101612, accuracy=0.81144464016
epoch 95 / 100
train mean loss=0.00110683846287, accuracy=0.999583125114
 test mean loss=0.817107439041, accuracy=0.812382757664
epoch 96 / 100
train mean loss=0.001165403286, accuracy=0.999687314034
 test mean loss=0.806725203991, accuracy=0.81144464016
epoch 97 / 100
train mean loss=0.00100657239091, accuracy=0.999791562557
 test mean loss=0.802976548672, accuracy=0.807692289352
epoch 98 / 100
train mean loss=0.00121667713393, accuracy=0.999478876591
 test mean loss=0.812422573566, accuracy=0.804878056049
epoch 99 / 100
train mean loss=0.00120764982421, accuracy=0.999791562557
 test mean loss=0.830699503422, accuracy=0.804878056049
epoch 100 / 100
train mean loss=0.00110319524538, accuracy=0.999687314034
 test mean loss=0.787902593613, accuracy=0.813320815563
===============  4 / 10 ===============
epoch 1 / 100
train mean loss=0.590932428837, accuracy=0.673163115978
 test mean loss=0.484574437141, accuracy=0.759849905968
epoch 2 / 100
train mean loss=0.456331461668, accuracy=0.784158408642
 test mean loss=0.466567933559, accuracy=0.765478432178
epoch 3 / 100
train mean loss=0.378784090281, accuracy=0.831370532513
 test mean loss=0.862222015858, accuracy=0.658536612988
epoch 4 / 100
train mean loss=0.316062927246, accuracy=0.862845242023
 test mean loss=0.46415746212, accuracy=0.798311471939
epoch 5 / 100
train mean loss=0.239164993167, accuracy=0.899426758289
 test mean loss=0.480932354927, accuracy=0.790806770325
epoch 6 / 100
train mean loss=0.155411764979, accuracy=0.939551830292
 test mean loss=0.618960440159, accuracy=0.773921191692
epoch 7 / 100
train mean loss=0.0809794142842, accuracy=0.970609664917
 test mean loss=0.962896108627, accuracy=0.756097555161
epoch 8 / 100
train mean loss=0.0574779883027, accuracy=0.980614900589
 test mean loss=0.898572742939, accuracy=0.793621003628
epoch 9 / 100
train mean loss=0.0216648224741, accuracy=0.99395519495
 test mean loss=1.51436185837, accuracy=0.7223264575
epoch 10 / 100
train mean loss=0.0151351224631, accuracy=0.995205819607
 test mean loss=1.08982777596, accuracy=0.790806770325
epoch 11 / 100
train mean loss=0.00271414010786, accuracy=0.999478876591
 test mean loss=1.06714439392, accuracy=0.803001880646
epoch 12 / 100
train mean loss=0.00142231432255, accuracy=0.999687314034
 test mean loss=1.09804308414, accuracy=0.798311471939
epoch 13 / 100
train mean loss=0.00112552416977, accuracy=0.999687314034
 test mean loss=1.09836006165, accuracy=0.795497179031
epoch 14 / 100
train mean loss=0.00107617827598, accuracy=0.999687314034
 test mean loss=1.08904767036, accuracy=0.793621003628
epoch 15 / 100
train mean loss=0.00104494346306, accuracy=0.999687314034
 test mean loss=1.06713759899, accuracy=0.797373354435
epoch 16 / 100
train mean loss=0.00100740324706, accuracy=0.999687314034
 test mean loss=1.06320631504, accuracy=0.794559121132
epoch 17 / 100
train mean loss=0.00107363192365, accuracy=0.999687314034
 test mean loss=1.03370630741, accuracy=0.793621003628
epoch 18 / 100
train mean loss=0.000961868441664, accuracy=0.999687314034
 test mean loss=1.0133869648, accuracy=0.793621003628
epoch 19 / 100
train mean loss=0.00107902556192, accuracy=0.999687314034
 test mean loss=0.999969303608, accuracy=0.799249529839
epoch 20 / 100
train mean loss=0.00102703890298, accuracy=0.999687314034
 test mean loss=0.984435558319, accuracy=0.789868652821
epoch 21 / 100
train mean loss=0.00107908446807, accuracy=0.999687314034
 test mean loss=0.971277952194, accuracy=0.794559121132
epoch 22 / 100
train mean loss=0.00112264696509, accuracy=0.999687314034
 test mean loss=0.961731553078, accuracy=0.797373354435
epoch 23 / 100
train mean loss=0.000999612966552, accuracy=0.999687314034
 test mean loss=0.944890499115, accuracy=0.790806770325
epoch 24 / 100
train mean loss=0.0010185452411, accuracy=0.999687314034
 test mean loss=0.934491276741, accuracy=0.793621003628
epoch 25 / 100
train mean loss=0.00120063638315, accuracy=0.999687314034
 test mean loss=0.929020285606, accuracy=0.795497179031
epoch 26 / 100
train mean loss=0.00114811642561, accuracy=0.999687314034
 test mean loss=0.946532487869, accuracy=0.787992477417
epoch 27 / 100
train mean loss=0.00110871857032, accuracy=0.999583125114
 test mean loss=0.904789626598, accuracy=0.794559121132
epoch 28 / 100
train mean loss=0.00109548389446, accuracy=0.999687314034
 test mean loss=0.895606994629, accuracy=0.794559121132
epoch 29 / 100
train mean loss=0.00118100398686, accuracy=0.999687314034
 test mean loss=0.887734413147, accuracy=0.797373354435
epoch 30 / 100
train mean loss=0.00118173251394, accuracy=0.999583125114
 test mean loss=0.878583729267, accuracy=0.794559121132
epoch 31 / 100
train mean loss=0.00113752577454, accuracy=0.999687314034
 test mean loss=0.869471132755, accuracy=0.796435296535
epoch 32 / 100
train mean loss=0.00120599078946, accuracy=0.999583125114
 test mean loss=0.865127444267, accuracy=0.798311471939
epoch 33 / 100
train mean loss=0.00124211248476, accuracy=0.999583125114
 test mean loss=0.850080370903, accuracy=0.796435296535
epoch 34 / 100
train mean loss=0.00117827754002, accuracy=0.999687314034
 test mean loss=0.849726378918, accuracy=0.793621003628
epoch 35 / 100
train mean loss=0.00124885060359, accuracy=0.999687314034
 test mean loss=0.841543972492, accuracy=0.795497179031
epoch 36 / 100
train mean loss=0.00128396949731, accuracy=0.999583125114
 test mean loss=0.840604186058, accuracy=0.796435296535
epoch 37 / 100
train mean loss=0.00124556256924, accuracy=0.999583125114
 test mean loss=0.8399553895, accuracy=0.790806770325
epoch 38 / 100
train mean loss=0.00123044743668, accuracy=0.999478876591
 test mean loss=1.00197720528, accuracy=0.764540314674
epoch 39 / 100
train mean loss=0.448164641857, accuracy=0.839082837105
 test mean loss=0.588239014149, accuracy=0.774859309196
epoch 40 / 100
train mean loss=0.145628422499, accuracy=0.944762885571
 test mean loss=0.613633275032, accuracy=0.782363951206
epoch 41 / 100
train mean loss=0.0613299235702, accuracy=0.979781150818
 test mean loss=0.781028091908, accuracy=0.78424012661
epoch 42 / 100
train mean loss=0.0193180255592, accuracy=0.994163632393
 test mean loss=0.930182516575, accuracy=0.787992477417
epoch 43 / 100
train mean loss=0.0092188892886, accuracy=0.997186005116
 test mean loss=0.995185673237, accuracy=0.786116302013
epoch 44 / 100
train mean loss=0.00190345325973, accuracy=0.999687314034
 test mean loss=1.03538691998, accuracy=0.796435296535
epoch 45 / 100
train mean loss=0.00115367467515, accuracy=0.999687314034
 test mean loss=1.05168235302, accuracy=0.796435296535
epoch 46 / 100
train mean loss=0.00107550097164, accuracy=0.999687314034
 test mean loss=1.04385066032, accuracy=0.797373354435
epoch 47 / 100
train mean loss=0.00103114510421, accuracy=0.999687314034
 test mean loss=1.03068161011, accuracy=0.802063763142
epoch 48 / 100
train mean loss=0.00105172884651, accuracy=0.999687314034
 test mean loss=1.01261043549, accuracy=0.796435296535
epoch 49 / 100
train mean loss=0.00101736711804, accuracy=0.999687314034
 test mean loss=1.00050258636, accuracy=0.791744828224
epoch 50 / 100
train mean loss=0.00112928170711, accuracy=0.999687314034
