input file name: ../sc-cnn-chainer/dataset/input.dat
train mean loss=0.00119358452503, accuracy=0.999478876591
 test mean loss=1.20663499832, accuracy=0.780487775803
epoch 26 / 100
train mean loss=0.00119159452152, accuracy=0.999687314034
 test mean loss=1.16591072083, accuracy=0.785178244114
epoch 27 / 100
train mean loss=0.00125374493655, accuracy=0.999583125114
 test mean loss=1.13913619518, accuracy=0.792682945728
epoch 28 / 100
train mean loss=0.00127484428231, accuracy=0.999478876591
 test mean loss=1.13831794262, accuracy=0.787992477417
epoch 29 / 100
train mean loss=0.00128138018772, accuracy=0.999478876591
 test mean loss=1.15181398392, accuracy=0.785178244114
epoch 30 / 100
train mean loss=0.00128333875909, accuracy=0.999583125114
 test mean loss=1.13799524307, accuracy=0.786116302013
epoch 31 / 100
train mean loss=0.00124553253409, accuracy=0.999791562557
 test mean loss=1.10736000538, accuracy=0.785178244114
epoch 32 / 100
train mean loss=0.00135856342968, accuracy=0.999478876591
 test mean loss=1.11220550537, accuracy=0.786116302013
epoch 33 / 100
train mean loss=0.00130729295779, accuracy=0.999583125114
 test mean loss=1.1047270298, accuracy=0.791744828224
epoch 34 / 100
train mean loss=0.00133019010536, accuracy=0.999478876591
 test mean loss=1.08842599392, accuracy=0.792682945728
epoch 35 / 100
train mean loss=0.00139651657082, accuracy=0.999687314034
 test mean loss=1.09177720547, accuracy=0.788930594921
epoch 36 / 100
train mean loss=0.00137046549935, accuracy=0.999478876591
 test mean loss=1.08174133301, accuracy=0.790806770325
epoch 37 / 100
train mean loss=0.00142294634134, accuracy=0.999687314034
 test mean loss=1.08800137043, accuracy=0.787054419518
epoch 38 / 100
train mean loss=0.131315991282, accuracy=0.959562301636
 test mean loss=1.81766462326, accuracy=0.681988716125
epoch 39 / 100
train mean loss=0.309087693691, accuracy=0.873996853828
 test mean loss=1.02271580696, accuracy=0.714821755886
epoch 40 / 100
train mean loss=0.129497081041, accuracy=0.952475249767
 test mean loss=1.26042282581, accuracy=0.7223264575
epoch 41 / 100
train mean loss=0.0643329918385, accuracy=0.974986970425
 test mean loss=0.949408710003, accuracy=0.768292665482
epoch 42 / 100
train mean loss=0.0252061113715, accuracy=0.992496073246
 test mean loss=1.11682033539, accuracy=0.78424012661
epoch 43 / 100
train mean loss=0.0111205652356, accuracy=0.997602939606
 test mean loss=1.24115586281, accuracy=0.791744828224
epoch 44 / 100
train mean loss=0.00477480888367, accuracy=0.998540878296
 test mean loss=1.23697388172, accuracy=0.794559121132
epoch 45 / 100
train mean loss=0.00198670313694, accuracy=0.999583125114
 test mean loss=1.33019721508, accuracy=0.78330206871
epoch 46 / 100
train mean loss=0.0012012696825, accuracy=0.999687314034
 test mean loss=1.26882410049, accuracy=0.792682945728
epoch 47 / 100
train mean loss=0.00108586973511, accuracy=0.999687314034
 test mean loss=1.24999201298, accuracy=0.795497179031
epoch 48 / 100
train mean loss=0.00100765528623, accuracy=0.999583125114
 test mean loss=1.24235606194, accuracy=0.795497179031
epoch 49 / 100
train mean loss=0.00104656652547, accuracy=0.999687314034
 test mean loss=1.21038663387, accuracy=0.796435296535
epoch 50 / 100
train mean loss=0.00103025394492, accuracy=0.999687314034
 test mean loss=1.19587218761, accuracy=0.794559121132
epoch 51 / 100
train mean loss=0.00105758011341, accuracy=0.999583125114
 test mean loss=1.16593801975, accuracy=0.798311471939
epoch 52 / 100
train mean loss=0.00113348464947, accuracy=0.999583125114
 test mean loss=1.14381623268, accuracy=0.796435296535
epoch 53 / 100
train mean loss=0.00111767195631, accuracy=0.999583125114
 test mean loss=1.13389539719, accuracy=0.796435296535
epoch 54 / 100
train mean loss=0.00121858983766, accuracy=0.999478876591
 test mean loss=1.11812925339, accuracy=0.797373354435
epoch 55 / 100
train mean loss=0.00113621447235, accuracy=0.999687314034
 test mean loss=1.10705137253, accuracy=0.796435296535
epoch 56 / 100
train mean loss=0.00118702999316, accuracy=0.999478876591
 test mean loss=1.09427452087, accuracy=0.795497179031
epoch 57 / 100
train mean loss=0.00122458743863, accuracy=0.999583125114
 test mean loss=1.10609662533, accuracy=0.793621003628
epoch 58 / 100
train mean loss=0.00121908122674, accuracy=0.999687314034
 test mean loss=1.08145046234, accuracy=0.793621003628
epoch 59 / 100
train mean loss=0.00129683350679, accuracy=0.999687314034
 test mean loss=1.07678067684, accuracy=0.795497179031
epoch 60 / 100
train mean loss=0.00129137875047, accuracy=0.999687314034
 test mean loss=1.0675855875, accuracy=0.795497179031
epoch 61 / 100
train mean loss=0.00123823911417, accuracy=0.999583125114
 test mean loss=1.06884789467, accuracy=0.789868652821
epoch 62 / 100
train mean loss=0.0012590570841, accuracy=0.999687314034
 test mean loss=1.11459386349, accuracy=0.781425893307
epoch 63 / 100
train mean loss=0.0813595801592, accuracy=0.980198025703
 test mean loss=2.09605503082, accuracy=0.668855547905
epoch 64 / 100
train mean loss=0.344554454088, accuracy=0.855966627598
 test mean loss=0.674639523029, accuracy=0.762664139271
epoch 65 / 100
train mean loss=0.0966225713491, accuracy=0.96612817049
 test mean loss=0.806965410709, accuracy=0.7767354846
epoch 66 / 100
train mean loss=0.0471985936165, accuracy=0.982907772064
 test mean loss=1.03759634495, accuracy=0.773921191692
epoch 67 / 100
train mean loss=0.0176337175071, accuracy=0.994684755802
 test mean loss=1.18061721325, accuracy=0.768292665482
epoch 68 / 100
train mean loss=0.00491958297789, accuracy=0.999374687672
 test mean loss=1.17758762836, accuracy=0.785178244114
epoch 69 / 100
train mean loss=0.00160916498862, accuracy=0.999687314034
 test mean loss=1.19143152237, accuracy=0.788930594921
epoch 70 / 100
train mean loss=0.00119789177552, accuracy=0.999478876591
 test mean loss=1.22898685932, accuracy=0.787992477417
epoch 71 / 100
train mean loss=0.00115536549129, accuracy=0.999687314034
 test mean loss=1.20087766647, accuracy=0.790806770325
epoch 72 / 100
train mean loss=0.00113227870315, accuracy=0.999687314034
 test mean loss=1.20382332802, accuracy=0.786116302013
epoch 73 / 100
train mean loss=0.00106629426591, accuracy=0.999791562557
 test mean loss=1.17153501511, accuracy=0.790806770325
epoch 74 / 100
train mean loss=0.00111416901927, accuracy=0.999583125114
 test mean loss=1.14442455769, accuracy=0.792682945728
epoch 75 / 100
train mean loss=0.00107958645094, accuracy=0.999687314034
 test mean loss=1.13042342663, accuracy=0.790806770325
epoch 76 / 100
train mean loss=0.00109328445978, accuracy=0.999478876591
 test mean loss=1.12800359726, accuracy=0.790806770325
epoch 77 / 100
train mean loss=0.00112624664325, accuracy=0.999687314034
 test mean loss=1.14098751545, accuracy=0.788930594921
epoch 78 / 100
train mean loss=0.00109064846765, accuracy=0.999791562557
 test mean loss=1.10195612907, accuracy=0.789868652821
epoch 79 / 100
train mean loss=0.00113631715067, accuracy=0.999583125114
 test mean loss=1.09064412117, accuracy=0.789868652821
epoch 80 / 100
train mean loss=0.00120635144413, accuracy=0.999687314034
 test mean loss=1.13192033768, accuracy=0.78330206871
epoch 81 / 100
train mean loss=0.00124175590463, accuracy=0.999687314034
 test mean loss=1.07439363003, accuracy=0.788930594921
epoch 82 / 100
train mean loss=0.00120506330859, accuracy=0.999687314034
 test mean loss=1.06236219406, accuracy=0.791744828224
epoch 83 / 100
train mean loss=0.00124756945297, accuracy=0.999583125114
 test mean loss=1.05548000336, accuracy=0.789868652821
epoch 84 / 100
train mean loss=0.00132500461768, accuracy=0.999478876591
 test mean loss=1.09578800201, accuracy=0.780487775803
epoch 85 / 100
train mean loss=0.00127182062715, accuracy=0.999687314034
 test mean loss=1.05106449127, accuracy=0.789868652821
epoch 86 / 100
train mean loss=0.00131196551956, accuracy=0.999687314034
 test mean loss=1.04309344292, accuracy=0.791744828224
epoch 87 / 100
train mean loss=0.00134406762663, accuracy=0.999478876591
 test mean loss=1.01280748844, accuracy=0.795497179031
epoch 88 / 100
train mean loss=0.00127820426133, accuracy=0.999791562557
 test mean loss=1.04869866371, accuracy=0.786116302013
epoch 89 / 100
train mean loss=0.166826859117, accuracy=0.951954126358
 test mean loss=0.976019620895, accuracy=0.727954983711
epoch 90 / 100
train mean loss=0.292773872614, accuracy=0.872641980648
 test mean loss=0.741847932339, accuracy=0.779549717903
epoch 91 / 100
train mean loss=0.096674144268, accuracy=0.965398669243
 test mean loss=0.847693324089, accuracy=0.7767354846
epoch 92 / 100
train mean loss=0.0347495265305, accuracy=0.988431453705
 test mean loss=1.01771342754, accuracy=0.7776735425
epoch 93 / 100
train mean loss=0.0116533692926, accuracy=0.996977567673
 test mean loss=1.25162255764, accuracy=0.7767354846
epoch 94 / 100
train mean loss=0.00376941706054, accuracy=0.999374687672
 test mean loss=1.27653264999, accuracy=0.779549717903
epoch 95 / 100
train mean loss=0.00150718097575, accuracy=0.999687314034
 test mean loss=1.26048016548, accuracy=0.788930594921
epoch 96 / 100
train mean loss=0.00116695545148, accuracy=0.999687314034
 test mean loss=1.25776660442, accuracy=0.785178244114
epoch 97 / 100
train mean loss=0.0010926455725, accuracy=0.999687314034
 test mean loss=1.23591423035, accuracy=0.78330206871
epoch 98 / 100
train mean loss=0.0010775802657, accuracy=0.999687314034
 test mean loss=1.21999371052, accuracy=0.786116302013
epoch 99 / 100
train mean loss=0.00106286117807, accuracy=0.999687314034
 test mean loss=1.1913163662, accuracy=0.785178244114
epoch 100 / 100
train mean loss=0.00106584443711, accuracy=0.999687314034
 test mean loss=1.17752075195, accuracy=0.787054419518
===============  3 / 10 ===============
epoch 1 / 100
train mean loss=0.581399679184, accuracy=0.688275158405
 test mean loss=0.48993819952, accuracy=0.767354607582
epoch 2 / 100
train mean loss=0.459333688021, accuracy=0.783011972904
 test mean loss=0.437109321356, accuracy=0.795497179031
epoch 3 / 100
train mean loss=0.39655944705, accuracy=0.821990609169
 test mean loss=0.465137690306, accuracy=0.779549717903
epoch 4 / 100
train mean loss=0.342917233706, accuracy=0.852110445499
 test mean loss=0.434703022242, accuracy=0.797373354435
epoch 5 / 100
train mean loss=0.274214178324, accuracy=0.88681602478
 test mean loss=0.698997020721, accuracy=0.745778620243
epoch 6 / 100
train mean loss=0.226934492588, accuracy=0.905680060387
 test mean loss=0.574185013771, accuracy=0.782363951206
epoch 7 / 100
train mean loss=0.157789617777, accuracy=0.940281391144
 test mean loss=0.793472349644, accuracy=0.741088151932
epoch 8 / 100
train mean loss=0.0989268273115, accuracy=0.964356422424
 test mean loss=0.792897343636, accuracy=0.787054419518
epoch 9 / 100
train mean loss=0.056335683912, accuracy=0.980614900589
 test mean loss=1.31307756901, accuracy=0.734521567822
epoch 10 / 100
train mean loss=0.0342285223305, accuracy=0.988639891148
 test mean loss=1.20347440243, accuracy=0.772983133793
epoch 11 / 100
train mean loss=0.0273493733257, accuracy=0.990411698818
 test mean loss=1.05430829525, accuracy=0.795497179031
epoch 12 / 100
train mean loss=0.015268473886, accuracy=0.994580507278
 test mean loss=1.16182136536, accuracy=0.802063763142
epoch 13 / 100
train mean loss=0.00791680533439, accuracy=0.997811377048
 test mean loss=1.2442022562, accuracy=0.790806770325
epoch 14 / 100
train mean loss=0.00382821704261, accuracy=0.999270439148
 test mean loss=1.30547511578, accuracy=0.791744828224
epoch 15 / 100
train mean loss=0.00195658835582, accuracy=0.999687314034
 test mean loss=1.24983119965, accuracy=0.803001880646
epoch 16 / 100
train mean loss=0.00114577240311, accuracy=0.999687314034
 test mean loss=1.27019071579, accuracy=0.798311471939
epoch 17 / 100
train mean loss=0.000983212259598, accuracy=0.999687314034
 test mean loss=1.20683836937, accuracy=0.804878056049
epoch 18 / 100
train mean loss=0.000967578380369, accuracy=0.999687314034
 test mean loss=1.19752156734, accuracy=0.800187587738
epoch 19 / 100
train mean loss=0.000935937045142, accuracy=0.999791562557
 test mean loss=1.15720248222, accuracy=0.800187587738
epoch 20 / 100
train mean loss=0.000943339720834, accuracy=0.999791562557
 test mean loss=1.13292086124, accuracy=0.802063763142
epoch 21 / 100
train mean loss=0.000943251594435, accuracy=0.999687314034
 test mean loss=1.11008346081, accuracy=0.800187587738
epoch 22 / 100
train mean loss=0.000971993606072, accuracy=0.999687314034
 test mean loss=1.09358787537, accuracy=0.802063763142
epoch 23 / 100
train mean loss=0.00106255093124, accuracy=0.999687314034
 test mean loss=1.10173797607, accuracy=0.802063763142
epoch 24 / 100
train mean loss=0.00108158506919, accuracy=0.999687314034
 test mean loss=1.05121243, accuracy=0.795497179031
epoch 25 / 100
train mean loss=0.00107433216181, accuracy=0.999791562557
 test mean loss=1.03693687916, accuracy=0.803001880646
epoch 26 / 100
train mean loss=0.00107810308691, accuracy=0.999791562557
 test mean loss=1.02056348324, accuracy=0.803001880646
epoch 27 / 100
train mean loss=0.00110260071233, accuracy=0.999583125114
 test mean loss=1.03219950199, accuracy=0.799249529839
epoch 28 / 100
train mean loss=0.00114725634921, accuracy=0.999687314034
 test mean loss=0.99579167366, accuracy=0.802063763142
epoch 29 / 100
train mean loss=0.00111467705574, accuracy=0.999687314034
 test mean loss=0.980228602886, accuracy=0.798311471939
epoch 30 / 100
train mean loss=0.00117524561938, accuracy=0.999791562557
 test mean loss=1.02806019783, accuracy=0.794559121132
epoch 31 / 100
train mean loss=0.00123361451551, accuracy=0.999687314034
 test mean loss=0.960147678852, accuracy=0.803939938545
epoch 32 / 100
train mean loss=0.00112972722854, accuracy=0.999895751476
 test mean loss=0.955987751484, accuracy=0.799249529839
epoch 33 / 100
train mean loss=0.00120663049165, accuracy=0.999791562557
 test mean loss=0.967381358147, accuracy=0.794559121132
epoch 34 / 100
train mean loss=0.00117508682888, accuracy=0.999791562557
 test mean loss=0.945686936378, accuracy=0.796435296535
epoch 35 / 100
train mean loss=0.0323555655777, accuracy=0.992704510689
 test mean loss=3.47010564804, accuracy=0.633208274841
epoch 36 / 100
train mean loss=0.364643752575, accuracy=0.861907243729
 test mean loss=0.58173763752, accuracy=0.799249529839
epoch 37 / 100
train mean loss=0.127029120922, accuracy=0.949348628521
 test mean loss=0.845947563648, accuracy=0.782363951206
epoch 38 / 100
train mean loss=0.0400618501008, accuracy=0.986763954163
 test mean loss=0.911089003086, accuracy=0.803001880646
epoch 39 / 100
train mean loss=0.0212524347007, accuracy=0.994267821312
 test mean loss=1.04786944389, accuracy=0.802063763142
epoch 40 / 100
train mean loss=0.00853358861059, accuracy=0.997915565968
 test mean loss=1.07518219948, accuracy=0.800187587738
epoch 41 / 100
train mean loss=0.00323232915252, accuracy=0.999374687672
 test mean loss=1.17631852627, accuracy=0.778611660004
epoch 42 / 100
train mean loss=0.00158837414347, accuracy=0.999687314034
 test mean loss=1.12924730778, accuracy=0.803001880646
epoch 43 / 100
train mean loss=0.00109970709309, accuracy=0.999895751476
 test mean loss=1.12584650517, accuracy=0.797373354435
epoch 44 / 100
train mean loss=0.00101739214733, accuracy=0.999687314034
 test mean loss=1.10964798927, accuracy=0.805816113949
epoch 45 / 100
train mean loss=0.000962256512139, accuracy=0.999687314034
 test mean loss=1.0926605463, accuracy=0.804878056049
epoch 46 / 100
train mean loss=0.000939989695325, accuracy=0.999791562557
 test mean loss=1.07411146164, accuracy=0.804878056049
epoch 47 / 100
train mean loss=0.000965420738794, accuracy=0.999791562557
 test mean loss=1.04555475712, accuracy=0.800187587738
epoch 48 / 100
train mean loss=0.00100074708462, accuracy=0.999583125114
 test mean loss=1.09148049355, accuracy=0.796435296535
epoch 49 / 100
train mean loss=0.00103384174872, accuracy=0.999791562557
 test mean loss=1.01096189022, accuracy=0.794559121132
epoch 50 / 100
train mean loss=0.00109223322943, accuracy=0.999687314034
 test mean loss=0.996896266937, accuracy=0.801125705242
epoch 51 / 100
train mean loss=0.00108273432124, accuracy=0.999687314034
 test mean loss=0.987987279892, accuracy=0.801125705242
epoch 52 / 100
train mean loss=0.00116392434575, accuracy=0.999687314034
 test mean loss=0.988357067108, accuracy=0.804878056049
epoch 53 / 100
train mean loss=0.00111344736069, accuracy=0.999687314034
 test mean loss=0.963602781296, accuracy=0.801125705242
epoch 54 / 100
train mean loss=0.00113343715202, accuracy=0.999687314034
 test mean loss=0.957980811596, accuracy=0.802063763142
epoch 55 / 100
train mean loss=0.0011402729433, accuracy=0.999791562557
 test mean loss=0.992453992367, accuracy=0.803001880646
epoch 56 / 100
train mean loss=0.00116015912499, accuracy=0.999791562557
 test mean loss=0.938904643059, accuracy=0.793621003628
epoch 57 / 100
train mean loss=0.00111586239655, accuracy=0.999895751476
 test mean loss=0.927284359932, accuracy=0.799249529839
epoch 58 / 100
train mean loss=0.00120934634469, accuracy=0.999791562557
 test mean loss=0.924423396587, accuracy=0.795497179031
epoch 59 / 100
train mean loss=0.0962503328919, accuracy=0.96988016367
 test mean loss=1.71890676022, accuracy=0.710131347179
epoch 60 / 100
train mean loss=0.267103224993, accuracy=0.890880644321
 test mean loss=0.672623991966, accuracy=0.781425893307
epoch 61 / 100
train mean loss=0.0802736580372, accuracy=0.971339225769
 test mean loss=0.927698493004, accuracy=0.771106958389
epoch 62 / 100
train mean loss=0.0335785113275, accuracy=0.989369452
 test mean loss=0.95347571373, accuracy=0.788930594921
epoch 63 / 100
train mean loss=0.00683174002916, accuracy=0.999062001705
 test mean loss=1.06114196777, accuracy=0.786116302013
epoch 64 / 100
train mean loss=0.00245596840978, accuracy=0.999583125114
 test mean loss=1.23174774647, accuracy=0.779549717903
epoch 65 / 100
train mean loss=0.00130781065673, accuracy=0.999687314034
 test mean loss=1.10373938084, accuracy=0.798311471939
epoch 66 / 100
train mean loss=0.0011095154332, accuracy=0.999791562557
 test mean loss=1.09256458282, accuracy=0.793621003628
epoch 67 / 100
train mean loss=0.00101628585253, accuracy=0.999687314034
 test mean loss=1.07913982868, accuracy=0.795497179031
epoch 68 / 100
train mean loss=0.00103669881355, accuracy=0.999583125114
 test mean loss=1.05981588364, accuracy=0.797373354435
epoch 69 / 100
train mean loss=0.000983640202321, accuracy=0.999791562557
 test mean loss=1.05467879772, accuracy=0.792682945728
epoch 70 / 100
train mean loss=0.000995879177935, accuracy=0.999687314034
 test mean loss=1.01504433155, accuracy=0.802063763142
epoch 71 / 100
train mean loss=0.00105015293229, accuracy=0.999687314034
 test mean loss=1.0064188242, accuracy=0.798311471939
epoch 72 / 100
train mean loss=0.00105740304571, accuracy=0.999687314034
 test mean loss=0.991072595119, accuracy=0.799249529839
epoch 73 / 100
train mean loss=0.00108804018237, accuracy=0.999791562557
 test mean loss=0.994236588478, accuracy=0.789868652821
epoch 74 / 100
train mean loss=0.00107743428089, accuracy=0.999687314034
 test mean loss=0.963594853878, accuracy=0.804878056049
epoch 75 / 100
train mean loss=0.0010707040783, accuracy=0.999791562557
 test mean loss=0.956555604935, accuracy=0.797373354435
epoch 76 / 100
train mean loss=0.00111436378211, accuracy=0.999791562557
 test mean loss=0.94415128231, accuracy=0.796435296535
epoch 77 / 100
train mean loss=0.00115179002751, accuracy=0.999687314034
 test mean loss=0.928170621395, accuracy=0.802063763142
epoch 78 / 100
train mean loss=0.00117270695046, accuracy=0.999791562557
 test mean loss=0.919393658638, accuracy=0.801125705242
epoch 79 / 100
train mean loss=0.00114063243382, accuracy=0.999687314034
 test mean loss=0.91250026226, accuracy=0.802063763142
epoch 80 / 100
train mean loss=0.00115291366819, accuracy=0.999791562557
 test mean loss=0.907915830612, accuracy=0.797373354435
epoch 81 / 100
train mean loss=0.00120954727754, accuracy=0.999687314034
 test mean loss=0.895427286625, accuracy=0.798311471939
epoch 82 / 100
train mean loss=0.00116517627612, accuracy=0.999791562557
 test mean loss=0.943321526051, accuracy=0.789868652821
epoch 83 / 100
train mean loss=0.00127048685681, accuracy=0.999791562557
 test mean loss=0.886139154434, accuracy=0.802063763142
epoch 84 / 100
train mean loss=0.00123485922813, accuracy=0.999791562557
 test mean loss=0.889113128185, accuracy=0.795497179031
epoch 85 / 100
train mean loss=0.129050761461, accuracy=0.955706119537
 test mean loss=0.795899510384, accuracy=0.774859309196
epoch 86 / 100
train mean loss=0.227552682161, accuracy=0.906826496124
 test mean loss=0.753638923168, accuracy=0.773921191692
epoch 87 / 100
train mean loss=0.0772640705109, accuracy=0.974257409573
 test mean loss=0.792724609375, accuracy=0.78424012661
epoch 88 / 100
train mean loss=0.032097902149, accuracy=0.988952577114
 test mean loss=1.40859901905, accuracy=0.741088151932
epoch 89 / 100
train mean loss=0.019297439605, accuracy=0.99395519495
 test mean loss=1.09618508816, accuracy=0.7776735425
epoch 90 / 100
train mean loss=0.00760392379016, accuracy=0.99812400341
 test mean loss=1.07789385319, accuracy=0.790806770325
epoch 91 / 100
train mean loss=0.00174270255957, accuracy=0.999687314034
 test mean loss=1.10783779621, accuracy=0.793621003628
epoch 92 / 100
train mean loss=0.00117518508341, accuracy=0.999478876591
 test mean loss=1.11218214035, accuracy=0.794559121132
epoch 93 / 100
train mean loss=0.000962727237493, accuracy=0.999687314034
 test mean loss=1.09020090103, accuracy=0.795497179031
epoch 94 / 100
train mean loss=0.00095353188226, accuracy=0.999687314034
 test mean loss=1.07816588879, accuracy=0.791744828224
epoch 95 / 100
train mean loss=0.000940698955674, accuracy=0.999791562557
 test mean loss=1.07169985771, accuracy=0.793621003628
epoch 96 / 100
train mean loss=0.000999009935185, accuracy=0.999583125114
 test mean loss=1.05361640453, accuracy=0.796435296535
epoch 97 / 100
train mean loss=0.00104560970794, accuracy=0.999583125114
 test mean loss=1.02798652649, accuracy=0.794559121132
epoch 98 / 100
train mean loss=0.00100521568675, accuracy=0.999687314034
 test mean loss=1.00692749023, accuracy=0.799249529839
epoch 99 / 100
train mean loss=0.00105983775575, accuracy=0.999583125114
 test mean loss=0.989863216877, accuracy=0.795497179031
epoch 100 / 100
train mean loss=0.0010836108122, accuracy=0.999687314034
 test mean loss=0.981245160103, accuracy=0.799249529839
===============  4 / 10 ===============
epoch 1 / 100
train mean loss=0.571836352348, accuracy=0.69525796175
 test mean loss=0.481519907713, accuracy=0.774859309196
epoch 2 / 100
train mean loss=0.458036422729, accuracy=0.782178223133
 test mean loss=0.444103807211, accuracy=0.794559121132
epoch 3 / 100
train mean loss=0.3935084939, accuracy=0.823970794678
 test mean loss=0.436838507652, accuracy=0.798311471939
epoch 4 / 100
train mean loss=0.334630191326, accuracy=0.85523712635
 test mean loss=0.485478848219, accuracy=0.775797367096
epoch 5 / 100
train mean loss=0.281406700611, accuracy=0.880979657173
 test mean loss=0.486366480589, accuracy=0.798311471939
epoch 6 / 100
train mean loss=0.215857386589, accuracy=0.911620616913
 test mean loss=0.619779348373, accuracy=0.766416490078
epoch 7 / 100
train mean loss=0.159424707294, accuracy=0.938509643078
 test mean loss=0.644200444221, accuracy=0.779549717903
epoch 8 / 100
train mean loss=0.107075445354, accuracy=0.957998931408
 test mean loss=0.761480867863, accuracy=0.7776735425
epoch 9 / 100
train mean loss=0.0626040399075, accuracy=0.978217840195
 test mean loss=0.852019906044, accuracy=0.778611660004
epoch 10 / 100
train mean loss=0.0440918691456, accuracy=0.984158396721
 test mean loss=0.976514875889, accuracy=0.782363951206
epoch 11 / 100
train mean loss=0.0269667729735, accuracy=0.990099012852
 test mean loss=1.09569239616, accuracy=0.773921191692
epoch 12 / 100
train mean loss=0.0216517150402, accuracy=0.993642508984
 test mean loss=1.39355754852, accuracy=0.746716678143
epoch 13 / 100
train mean loss=0.021255498752, accuracy=0.992704510689
 test mean loss=1.15751290321, accuracy=0.773921191692
epoch 14 / 100
train mean loss=0.0297985598445, accuracy=0.988431453705
 test mean loss=1.1668766737, accuracy=0.764540314674
epoch 15 / 100
train mean loss=0.0105684781447, accuracy=0.996977567673
 test mean loss=1.25360369682, accuracy=0.775797367096
epoch 16 / 100
train mean loss=0.00330693461001, accuracy=0.999166250229
 test mean loss=1.2704513073, accuracy=0.7776735425
epoch 17 / 100
train mean loss=0.00151034444571, accuracy=0.999687314034
 test mean loss=1.25486671925, accuracy=0.7767354846
epoch 18 / 100
train mean loss=0.00115023681428, accuracy=0.999687314034
 test mean loss=1.23292088509, accuracy=0.7767354846
epoch 19 / 100
train mean loss=0.00101949938107, accuracy=0.999687314034
 test mean loss=1.21844673157, accuracy=0.7776735425
epoch 20 / 100
train mean loss=0.00103836436756, accuracy=0.999583125114
 test mean loss=1.19245898724, accuracy=0.782363951206
epoch 21 / 100
train mean loss=0.00102229369804, accuracy=0.999687314034
 test mean loss=1.1735304594, accuracy=0.772045016289
epoch 22 / 100
train mean loss=0.000996876740828, accuracy=0.999687314034
 test mean loss=1.14255654812, accuracy=0.779549717903
epoch 23 / 100
train mean loss=0.00101771624759, accuracy=0.999687314034
 test mean loss=1.13078260422, accuracy=0.786116302013
epoch 24 / 100
train mean loss=0.00107492797542, accuracy=0.999687314034
 test mean loss=1.0969492197, accuracy=0.779549717903
epoch 25 / 100
train mean loss=0.00107936747372, accuracy=0.999583125114
 test mean loss=1.08737182617, accuracy=0.772983133793
epoch 26 / 100
train mean loss=0.0011196047999, accuracy=0.999687314034
 test mean loss=1.06476163864, accuracy=0.775797367096
epoch 27 / 100
train mean loss=0.00116362737026, accuracy=0.999687314034
 test mean loss=1.05262613297, accuracy=0.772983133793
epoch 28 / 100
train mean loss=0.0011361943325, accuracy=0.999687314034
 test mean loss=1.03159105778, accuracy=0.774859309196
epoch 29 / 100
train mean loss=0.0011619910365, accuracy=0.999687314034
 test mean loss=1.02012741566, accuracy=0.771106958389
epoch 30 / 100
train mean loss=0.00121934665367, accuracy=0.999583125114
 test mean loss=1.02557218075, accuracy=0.773921191692
epoch 31 / 100
train mean loss=0.133783146739, accuracy=0.95737361908
 test mean loss=1.30662298203, accuracy=0.712945580482
epoch 32 / 100
train mean loss=0.231822907925, accuracy=0.907972931862
 test mean loss=0.96323287487, accuracy=0.757035672665
epoch 33 / 100
train mean loss=0.072562970221, accuracy=0.973215222359
 test mean loss=1.13278377056, accuracy=0.753283321857
epoch 34 / 100
train mean loss=0.0192310828716, accuracy=0.994580507278
 test mean loss=1.0569434166, accuracy=0.765478432178
epoch 35 / 100
train mean loss=0.00627903500572, accuracy=0.999166250229
 test mean loss=1.1104041338, accuracy=0.774859309196
epoch 36 / 100
train mean loss=0.00202820589766, accuracy=0.999583125114
 test mean loss=1.11532008648, accuracy=0.779549717903
epoch 37 / 100
train mean loss=0.00128726311959, accuracy=0.999687314034
 test mean loss=1.11451792717, accuracy=0.781425893307
epoch 38 / 100
train mean loss=0.00119529641233, accuracy=0.999687314034
 test mean loss=1.11124658585, accuracy=0.781425893307
epoch 39 / 100
train mean loss=0.0011656723218, accuracy=0.999687314034
 test mean loss=1.08748340607, accuracy=0.782363951206
epoch 40 / 100
train mean loss=0.00111605541315, accuracy=0.999687314034
 test mean loss=1.06723916531, accuracy=0.78330206871
epoch 41 / 100
train mean loss=0.00111325713806, accuracy=0.999687314034
 test mean loss=1.06114840508, accuracy=0.781425893307
epoch 42 / 100
train mean loss=0.00111551512964, accuracy=0.999687314034
 test mean loss=1.04578328133, accuracy=0.78330206871
epoch 43 / 100
train mean loss=0.00116529397201, accuracy=0.999583125114
 test mean loss=1.033005476, accuracy=0.782363951206
epoch 44 / 100
train mean loss=0.00115092063788, accuracy=0.999687314034
 test mean loss=1.02107644081, accuracy=0.778611660004
epoch 45 / 100
train mean loss=0.00116497743875, accuracy=0.999687314034
 test mean loss=1.00948286057, accuracy=0.782363951206
epoch 46 / 100
train mean loss=0.00118254346307, accuracy=0.999687314034
 test mean loss=0.999165296555, accuracy=0.778611660004
epoch 47 / 100
train mean loss=0.00125079520512, accuracy=0.999687314034
 test mean loss=0.987960517406, accuracy=0.78424012661
epoch 48 / 100
train mean loss=0.00128256483003, accuracy=0.999687314034
 test mean loss=0.976553082466, accuracy=0.780487775803
epoch 49 / 100
train mean loss=0.00124410400167, accuracy=0.999687314034
 test mean loss=0.971987068653, accuracy=0.78424012661
epoch 50 / 100
train mean loss=0.00128483620938, accuracy=0.999583125114
